Rumah Sakit,Reviewer,Waktu,Rating,Ulasan
RS EMC Tangerang,Oneandonly,7 bulan lalu,1.0,"Dokter tidak profesional dan tidak sesuai harapan yang diinginkan. Saat dokter melakukan check pasien, sdh pasti tidak melakukan  observasi terlebih dahulu, terkesan hanya sebagai ala ala dan salah dalam diagnosis penyakit pasien. Staf nya …"
RS EMC Tangerang,Valina Ceriaarnatha,setahun lalu,5.0,"Terimakasih RS EMC, mungkin aku gkbisa sebutin siapa dokter yg super helpfully itu, terimakasih banyak ya dok atas pelayanan sepenuh hati utk ibu saya, terimakasih atas saran2 sepenuh hati itu. EMC luuar biasa dr segi kebersihan, pelayanan, …"
RS EMC Tangerang,Angga T. Dwicahyanto,3 tahun lalu,1.0,"RS sebesar EMC, dengan parkiran mobil yang penuh dan kursi tiap poli yg hampir penuh terisi
Tapi untuk registrasi, pembayaran benar benar lama …"
RS EMC Tangerang,upi mupianti,7 bulan lalu,5.0,Selama di rawat tanggal 20-22 Oktober 2025 dirawat di VIP bener bener puas sama perawat nya. Sampai perawat nanya udh makan belum ke keluarga pasien ( hari selasa jaga pagi di pantai 708 ) perawat ter the best …
RS EMC Tangerang,Fitrie,6 bulan lalu,5.0,"Ke EMC krn di rujuk utk MRI...bgtu msuk sprti bkn msuk ke rmh sakit pd umumnya tp lebih kaya hotel😁bersih..wangi...staffnya helpfull....dan tidak ada yg pasang muka jutek....smua full senyum dan sangat membantu sekali, mannernya best.....semoga selalu bisa memberikan yg terbaik utk pasien. …"
RS EMC Tangerang,arito senapala,4 bulan lalu,5.0,Hbis minta tandatgn form asuransi korespondensi dg mas Yudis dan mb Tri pelayanannya oke jelas dan sangat membantu. Trims
RS EMC Tangerang,punya sendiri,6 bulan lalu,5.0,"terimakasih kepada pihak security EMC Tabgerang yg telah membantu untuk mengembalikan hp saya yg tertinggal di mushola, alhamdulillah sudah saya terima kembali, semoga EMC Tangerang lebih dipercaya oleh masyarakat dan karyawannya lebih sejahtera"
RS EMC Tangerang,Chandra Kurniawan,10 bulan lalu,5.0,"Terimakasih pelayanan dan pengobatannya sangat baik untuk rs emc tangerang, dari saya di igd sampai dirawat dibantu dan dilayani baik dengan mba ririn dan pak dandy dari customer service, dan dirawat baik di Ruang orchist vip lantai 6, …"
RS EMC Tangerang,Juni Febrianto,3 bulan lalu,5.0,Tks kebersihan dk rs emc ruangan citriana ward bersih wangi apalagi cleaning service ya ramah ramah seperti ka yuni semoga di pertahankan kebersihannya tks
RS EMC Tangerang,Haerul Anwar,6 bulan lalu,5.0,"Ibu Tri, terima kasih banyak atas korespondensinya yang cepat, jelas, dan selalu sopan selama proses pengajuan klaim asuransi. Penjelasan yang detail dan respon yang tepat waktu membuat semuanya jadi jauh lebih mudah dan nyaman. Semoga terus sukses! 😊✅ …"
RS EMC Tangerang,Yasin Haditya,4 bulan lalu,5.0,Alhamdulillah operasi kista istri di emc TNG with Dr. Efilda lancar n aman. Ruangan rawat inap jg bagus
RS EMC Tangerang,Sharon,3 bulan lalu,5.0,Pelayanan farmasi RS EMC Tangerang cukup baik dan informatif. Petugasnya menjelaskan aturan minum obat dengan jelas.
RS EMC Tangerang,Muhdir -,6 bulan lalu,5.0,Terima kasih kpd Ibu dr Feni dan Team Rahab medis atas pelayanan dan terapi Alhamdulillah ada perubahan smoga sehat tanpa keluhan Aamiin 🤲 …
RS EMC Tangerang,Ady Fauzi,8 bulan lalu,1.0,"Tadi siang saya membawa istri saya ke IGD trus di cek tensi dan di tanya oleh suster yg di igd mau berobat menggunakan apa ??
Sya jawab BPJS kesehatan , mungkin menurut suster IGD istri saya tidak emergency …"
RS EMC Tangerang,anggun putri elanda,5 bulan lalu,5.0,"Semua pelayanan emc hospital tangerang terbaik, terutama untuk poli paru dr. Salva penjelasannya detail dan jelas dan begitu juga dengan suste desi kasih pelayanan terbaik untuk pasien🫶🏻🫶🏻 …"
RS EMC Tangerang,Delia Chandra,6 bulan lalu,5.0,"Fasilitas bagus, pelayanan ramah, rawat inap selalu pilih disini, bersih dan nyaman. Waktu anak rawat inap dan ultah, diberi bingkisan kecil dan balon, lumayan menghibur, terimakasih ya"
RS EMC Tangerang,Amna Manara,setahun lalu,1.0,"Pelayanannya buruk, nenek saya sudah umur 77 tahun disuruh nunggu 30 antrian di counter pendaftaran, padahal sudah pendaftaran online via aplikasi JMO, sudah dapat nomor antrian awal ke dokter penyakit jantung. Tidak sesuai dengan program …"
RS EMC Tangerang,Xaverius Ryan,6 bulan lalu,5.0,"Dengan dr timur dan suster ayu. Pengalaman saya sangat memuaskan ke klinik poli,pelayanannya bagus,care dan humble.. dr timur mirip banget sama KDM. Sukses terus buat dr timur dan suster ayu"
RS EMC Tangerang,Ika Kartika,setahun lalu,1.0,"Terlalu over price .. Untuk sakit demam di rawat inap 1 malam 6.5 jt.... Kemaren pun sepi banget.. Yang gak abis fikir knp sarung tangan yang merka pakai dan plester kecil kita yg di bebankan ,, trs kaya dokter yg cuma say hay ke kamar di …"
RS EMC Tangerang,Pudjairah Aprizha,2 tahun lalu,1.0,"Benci bgt sama apoteknya
Dari jam setengah 6 sampe jam 10 malem gak ada² pas di telusuri hampir semuanya juga sama kek gini.. obat udah abis jadi telat dari jadwal minum obat …"
RS EMC Tangerang,Yuyun Yunisa,6 bulan lalu,5.0,"Puas dengan pelayanan nya Dr yg nanganin aku jg ramah & baik,, bagian fhysiotherapy nya jg baik2
Terima kasih tuk EMC Tangerang selalu memberikan pelayanan terbaik🙏 …"
RS EMC Tangerang,Asa Adiaji Sarwono,3 tahun lalu,5.0,"Pengalaman periksa gigi paling the best 💯
Saya scaling gigi dan poles, istri tambal gigi dan poles. …"
RS EMC Tangerang,Antonius Fatoni,3 bulan lalu,5.0,Farmasi emc tangerang sangat bagus saya sudah berobat 12 tahun pelayanannya tidak berubah. Cepat dan ramah
RS EMC Tangerang,Nuryeni Fildayanti,6 bulan lalu,5.0,"Dulu sering anter ponakan kesini Alhamdulillah baik"" banget penanganan cepat.
Sekarang mau ke DSA yg rekomen siapa ya di RS ini dan gak judes + nakutin si pastinya"
RS EMC Tangerang,Wulan Utami,3 bulan lalu,5.0,"Alhamdulillah op dengan dr efilda.pelayanan ramah,dan rinci pas menjelaskan.fasilitas rumah sakit nyaman,bersih,suster gercep"
RS EMC Tangerang,zainal al - Must,setahun lalu,5.0,"Saya dan Istri mendaftarkan di Radiologi,istri bertujuan untuk HSG,dari Segi Pelayanan Sangat Baik dan Memuaskan dan Hasil nya Pun Memuaskan dan Dokternya pun ramah tamah. Senin 02 Februari 2025. Jam 08.30"
RS EMC Tangerang,fitri pit,3 bulan lalu,1.0,"bagian farmasinya lamaaaaaaa bangettt, padahal di layar udah dipanggik, pas ke depan, dibilangnya dipanggil nama, aneh, ini sejam nunggu obat yang bukan racikan lo"
RS EMC Tangerang,Budi Chandra,7 bulan lalu,5.0,Pengalamaan berobat di RS. Emc the best di Indonesia. Sangat memuaskan dan rekomendasi. Pelayanan serba cepat dan ramah. Alur semua teratur mulai dari masuk sampai keluar. …
RS EMC Tangerang,Anasthasia Adelia,6 bulan lalu,5.0,"Operasi LDR disini mantap, dokter Harman dan Dok Melisa keren bngt, dan 3 bulan fisioterapi disini bagus banget pelayanannya, ramah dan sangat membantu. Thankuu"
RS EMC Tangerang,sherly TCA,6 bulan lalu,5.0,Emc Tangerang sangat bagus dan modern.. pendaftarannya mudah via online .. pengalaman saya cek MCU anak prosesnya mudah dan cepat.. staffnya sangat ramah dan helpfull… yg top banget.. keamanan terjaga… karena sempat terjatuh gelang tangan …
RS EMC Tangerang,Reza abdullah muttaqien,setahun lalu,2.0,layar antrian di pharmacy lobby lotus tidak informatif.  status tidak sesuai dengan kondisi sebenarnya.  antrian di tinggal keluar status masih dalam proses ternyata sudah dipanggil.  nunggu sangat lama
RS EMC Tangerang,Ayu Mutmainah,3 bulan lalu,5.0,"Pelayanan RS nya bagus dan cepat prosesnya.
Semoga semakin sukses"
RS EMC Tangerang,Kenneth Claus,2 tahun lalu,1.0,"RS parah...masuk IGD, nunggu lama banget, dikira org sakit diajak maen kali..
Udah masuk ke kamar, nunggu di cek dokternya super lama, giliran udah di cek, hasil udah keluar, ehhh dokternya ga nongol2 lagi sampe kebesokannya, alhasil ga …"
RS EMC Tangerang,Judi Pudjanegara,6 bulan lalu,5.0,"RS yang kualitas pelayanannya baik.  Marketingnya, bp Rohman, luar biasa baik dan melayani dengan baik.  Lokasi cukup strategis, hanya area parkirnya mungkin perlu diperluas."
RS EMC Tangerang,Lilis Kartini,2 bulan lalu,5.0,farmasi nya sudah baik pelayanannya  tapi bingung dengan nembaca di monitor untuk pemanggilan pasien
RS EMC Tangerang,Vira Nabila,setahun lalu,2.0,"Tolong dong lebih ditingkatkan lagi Kesigapan dan kecepatannya, Masa orang mau ke IGD ngantri selama itu dan nunggu perawat keluar lama bgt, disuruh nunggu terus bisa2 keburu pingsan. Nunggu kasir dan obat pun lama bgt masa si sekelas EMC kaya gitu."
RS EMC Tangerang,Saepul Saleh,3 bulan lalu,5.0,"Farmasi emc  tangerang pelayanannya cukup baik, cepat dan mohon di permudah untuk pendaftarannya supaya pasien tidak bingung."
RS EMC Tangerang,Bilal &Al,setahun lalu,5.0,"Secara keseluruhan pelayanan nya sudah sangat baik mulai dari pendaftaran sampai pemeriksaan penunjang nya terutama bagian rehabilitasi medik semua petugas nya melayani dengan ramah, sopan, dan komunikasi dengan mereka sangat nyaman
Semoga terus dipertahankan dan semakin ditingkatkan"
RS EMC Tangerang,shena sachiko,setahun lalu,5.0,Rs paling lengkap di tangerang alatnya lengkap MRI pun bisa pake bpjs pun bs pelayanannya bagus RS sangat besar smg semakin maju
RS EMC Tangerang,Jully Prince,setahun lalu,5.0,"Hari ini berobat ke Dokter gigi Amanda untuk perawatan dan scalling.
Pelayan dokter Amanda yang dibantu suster Yossy sangat baik and sangat membantu sehingga saya tidka merasa terlalu tegang ( biasanya tegang banget setiap pergi …"
RS EMC Tangerang,Lidia Sebayang,setahun lalu,5.0,"Ok rawat inap pertama kali disini, super nyaman dan makanannya enak2
Persiapan sebelum rawat inap dan tindakan sangat di bantu oleh dr Harmantya, dr Melisa dan Team Pak Eka. …"
RS EMC Tangerang,Kenny Geraldi,7 bulan lalu,5.0,"Pelayanannya bagus dan stafnya ramah. Prosesnya tidak terlalu lama, semua tahapan pemeriksaan dijelaskan dengan baik. Tempatnya juga bersih dan nyaman, jadi nggak terasa tegang selama pemeriksaan. Terima kasih atas pelayanannya!"
RS EMC Tangerang,Siti Nurfadilah,setahun lalu,2.0,"Baru saja anak sy keluar RS  4 hr dirawat di lantai Anak sy pulang. Ga ada satupun suster mennawarkan memakai kursi roda. Atau paling Tdk diberikan ucapan selamat jalan, smg lekas sehat kekkkk minimalllll.  Jauh bgt sm rmh sakit lain. Di …"
RS EMC Tangerang,Cok Istri Tein,8 bulan lalu,5.0,"Terimakasih untuk dr Efilda yg sangat helpfull, kasi penjelasan dgn lembut dan menenangkan jd kami calon orgtua baru ini lebih lega. Plus bonus setiap kontrol kesini si anak selalu kasi liat wajahnya hihihi"
RS EMC Tangerang,maulina wulandari,setahun lalu,1.0,"Sekali seumur hidup saya berobat kesini, pelayanan pendaftaran poliklinik aja lama, bisa makan waktu 3 jam dari nomor 40 ke nomor 63, masih kalah jauh dengan rumah sakit lain dari segi pelayanan nya, sedikit masukan untuk manajemen rumah …"
RS EMC Tangerang,Iis Istikharah,Diedit 9 bulan lalu,3.0,"Yaa Allah kali ini malah parah bgt nunggu dokter dari jam 10 pagi smpe jam 2 siang blm dipanggil aja..
Jam 3 sore baru dipanggil busettt yaa diriku smpe sholat di akhir waktu nunggu …"
RS EMC Tangerang,agn22,setahun lalu,5.0,Momen hamil sampai melahirkan yg tadinya jadi suatu hal yg menakutkan sekaligus mendebarkan berubah jadi hal yg menyenangkan karena pribadi Dr. Efilda yg super cheerfull! …
RS EMC Tangerang,Perjuangan Silalahi,setahun lalu,5.0,"Terima kasih RS. EMC Tangerang buat pelayanannya kepada pasien cukup baik dari awal sampai akhir pemulihan. Mulai dari dokter, suster, ahli gizi, security, cleaning service semuanya begitu ramah & baik. …"
RS EMC Tangerang,Anggi Simanungkalit,8 bulan lalu,1.0,"Saya melakukan kunjungan ke Poliklinik Anak EMC Tangerang dengan jadwal dokter dr. Anna Maryana Mulyono yang seharusnya praktik pukul 14.00–16.00. Namun, dokter baru hadir sekitar pukul 15.00. …"
RS EMC Tangerang,Chin Hac,3 bulan lalu,5.0,"Farmasi emc pelayanan cepat, tidak tunggu obat lama lama"
RS EMC Tangerang,dark system,3 bulan lalu,5.0,Farmasi Emc Tangerang pelayanannya bagus cepat dan ramah. Saya suka berobat di sini
RS EMC Tangerang,Suci Imas Sadah,3 bulan lalu,5.0,Kalo pengalaman pribadi sya beberapa kali ksni pelayananny baik sekali petugasny banyak yg ramah jg
RS EMC Tangerang,Ilas Aulia fitri,8 bulan lalu,5.0,"RS yg Oke, pelayanannya sangat baik & ramah, ketemu dokter Urulogi Dr. arie asnafi yg sangat baik hati 🥰 …"
RS EMC Tangerang,Andy Ismail (Project Official),setahun lalu,1.0,"Pendukung seperti kursi buat nunggu di depan ruang HD sangat kurang.
Menunggu beberapa menit berdiri capek.
Duduk di lantai di larang security. …"
RS EMC Tangerang,Luthfi Yusuf,2 tahun lalu,5.0,Salah satu rumah sakit di Kota Tangerang. Pelayanannya oke banget dan respon dari suster atau pegawai lainnya juga nice banget.
RS EMC Tangerang,Taufik Hidayat,setahun lalu,5.0,"Pelayanan baik dan ramah ✓
Menunggu resep Obat di farmasi, resep tunggu lumayan ✓
Kamar mandi n toilet  ✓ …"
PRIMAYA HOSPITAL TANGERANG,Dr. Jipe,5 bulan lalu,5.0,"Ruang tunggu pasien penyakit dalam kurang memadai, sampai harus berdiri, 4 ruang dokter, tapi ruang tunggu jadi satu, itupun masih ditambah jadi satujan dengan ruang tebus obat, Sungguh tidak Nyaman..Lebih nyaman Duduk dilobby depan tempat …"
PRIMAYA HOSPITAL TANGERANG,Merryana Panjaitan,3 bulan lalu,5.0,Terimakasih buat pelayanann yg saya dapat cocok buat keluarga saya ...semoga degan diperluas mebuat nyaman bagi semua pasien...
PRIMAYA HOSPITAL TANGERANG,diah utami,5 bulan lalu,5.0,"Pelayananya bagus, cepat, dan semua staf baik dokter dan susternya ramah ramah... Saya ditangani oleh Dokter Abdul Rachman alhamdulillah beliau memberikan penjelasan yg baik dan diagnosa yang tepat"
PRIMAYA HOSPITAL TANGERANG,Joko Wijanarko,3 bulan lalu,5.0,Maintainance ranap lama sekali AC bocor dari semalam sudah terinfo sampe sore ini ga segera di follow up kamar deluxe 556 …
PRIMAYA HOSPITAL TANGERANG,Khatarina Sumiyanti,3 bulan lalu,1.0,Saya baru pertama kali datang  ingin berobat ke Primaya  tapi dibuat kecewa  berat  tolong ya ada koordinasi yg jelas antara  IGD admin ataupun pendaftaran dari awal pasien masuk  .pasien di bilang emergency  sekali ya tidak karena posisi …
PRIMAYA HOSPITAL TANGERANG,Kenzrot Uhuyy,2 bulan lalu,4.0,"Sy kasih rating 4 dulu secara pelayanan ugd,dokter nya bagus,yg minus cm sebagian pelayanan suster nya di lantai 3 rawat inap emerald ada beberapa yg cuek kurang peka&masa bodoh dengan pasien. …"
PRIMAYA HOSPITAL TANGERANG,Lukas Sugiarto,2 bulan lalu,1.0,"Orang tua saya sudah kejang2,
Pas mau masuk ke IGD dengan BPJS malah ditolak dengan alasan belum parah harus balik ke faskes 1 untuk minta rujukan, saya bingung dalam konsep parah itu …"
PRIMAYA HOSPITAL TANGERANG,Agri Agrian,7 bulan lalu,4.0,Service excellent dari nakes dan non-nakes di Primaya. Penanganan baik dan ramah dari sejak masuk igd hingga diarahkan ke poli. Pelayanan terbaik dari kak Silvi dan dok. Yongky. …
PRIMAYA HOSPITAL TANGERANG,A Sisilia Sasya,2 bulan lalu,5.0,"bener2 semua petugasnya ramah, gak membeda2kan pasien pribadi dan bpjs. dari dokter, perawat sampai ke satpamnya. karna datang ke igd sendiri dan harus rawat inap, bener2 dibantu bgt sm semua petugasnya. cuma sekali doang ngurus pendaftaran …"
PRIMAYA HOSPITAL TANGERANG,Zuli Khofidin,3 bulan lalu,5.0,"Baru kmrn berobat ke RS. Primaya.
Petugas  Laboratorium nya ramah dan baru kali ini diambil darah nusuknya gk kerasa apa-apa. …"
PRIMAYA HOSPITAL TANGERANG,Fransiska Yohan,3 bulan lalu,5.0,"Saya biasa antar orang tua kontrol ke dr Yudistira di Poli Kardiovaskular. Staff dan Perawat yang melayani kami sangat baik dan ramah, terutama Suster Euis yang sangat helpful dan sigap dalam melayani para pasien. Dokter nya pun baik dan suka bercanda. Tetap semangat dalam melayani yaa. God bless.."
PRIMAYA HOSPITAL TANGERANG,Ratini Ratini,3 bulan lalu,1.0,"Hari ini, tgl 17 februari 2026
Jam 13.10 wib
Sy antar anak berobat di IGD, Kondisi anak sy sdh sakit sekali di perut bwh …"
PRIMAYA HOSPITAL TANGERANG,Reza Permana,3 bulan lalu,2.0,"Untuk resepsionis ada beberapa orang saja yang ramah, selebihnya jutek semua..
Udah beberapa kali rawat jalan, setiap nunggu obat pasti ber jam-jam bad nya lagi bisa sampai 4 jam. …"
PRIMAYA HOSPITAL TANGERANG,Luthfi Rofif,3 bulan lalu,2.0,"fasilitas kebersihan semua oke, kecuali akses dan tata letak bangunan sangat tidak memadai. akses parkiran ke gedung tidak menyatu pedestrian dari parkiran pun dibuat mutar harus melalu lobby utama dan belum full tertutup. sebaiknya dibuat akses yang lebih nyaman dari parkiran"
PRIMAYA HOSPITAL TANGERANG,Nuur Mutakabir,setahun lalu,5.0,"Kren sih ini rumah sakit nya
Toilet aja selalu bersih...
Bahkan untuk administrasi pke BPJS saja no ribet ribet daftar pake aplikasi …"
PRIMAYA HOSPITAL TANGERANG,Frilfian Arahya,8 bulan lalu,1.0,"Pertama masuk IGD karna lupa kasih kartu BPJS pelayananya sangat memuaskan bahkan responsif ke pasien, sampai dokter info sudah di siapkan kamar, jadwal dokter sudah di siapkan, dokter spesialis sudah di hubungi tinggal tunggu dikamar, …"
PRIMAYA HOSPITAL TANGERANG,yulvinzky refanisa,3 bulan lalu,1.0,"Maap, tp banyak yg tidaccck ramah. Pelayanan lainnya jg kureng, dilempar sana sini. Yg 1 bilang A, yang 1 bilang B. Karena BPJS pelayanannya benar"" buruk. Beda sekali kalau pakai asuransi. Padahal BPJS juga setiap bulan bayar dari …"
PRIMAYA HOSPITAL TANGERANG,stenly wijoyo,Diedit 5 bulan lalu,1.0,"Emang RS ini GK layak..
Terbukti.. 2 jam TDK ada hasil. Pelayan yang sangat buruk.. lempar sana lempar sini.. …"
PRIMAYA HOSPITAL TANGERANG,Vinta Ayu Wijaya,setahun lalu,5.0,pengalaman 2 kali lahiran SC ERACS di RS Primaya. Anak pertama tahun 2022 stay di kamar VIP dan Alhamdulillah anak kedua di tahun 2025 ini sudah tersedia kamar President Suite. Overall saya puas dengan pelayanan yang diberikan oleh seluruh …
PRIMAYA HOSPITAL TANGERANG,Sumintra Ivay,5 bulan lalu,1.0,"Untuk kali ini saya kecewa dengan pelayanan RS PRIMAYA padahal dulu saya pernah di rawat di RS Primaya Baik Dan Luar biasa Pelayanannya bagus dan Ramah.
Awal masuk hari minggu malam Tanggal 30 November 2025 ke IGD dengan Kondisi …"
PRIMAYA HOSPITAL TANGERANG,Trijosono Widjojo,Diedit 10 bulan lalu,5.0,"Pelayanan sangat bagus, setelah cari beberapa rs, utk istri saya Rahma,  akhirnya bisa kontak no emergency padahal sdh jam 22.00 lsg ditanggapi dan diatur penjemputan beserta pendampingnya. Sesampainya di ugd cikokol, lsg ditangani, …"
PRIMAYA HOSPITAL TANGERANG,Viva Kusuma,3 bulan lalu,5.0,"Terima kasih sy ucapkan untuk pelayanan di poli jantung service excellent nya semua baik, semoga semakin lebih baik lagi kedepannya. 2tahun lalu ayah sy pernah PCI di RS primaya 3x …"
PRIMAYA HOSPITAL TANGERANG,nasjua mariam,4 bulan lalu,5.0,Pengalaman yg sangat menyenangkan selama adik di rawat di sini. Perawatnya  diamond ramah2 dalam memberikan obat atau menanyakan kabar. Baik segi makanan enak2 dan mewah untuk sekelas BPJS. Salam sama mas koki muda yang sangat ramah …
PRIMAYA HOSPITAL TANGERANG,Syifa Fauziah,4 bulan lalu,4.0,"Fasilitas alatnya lengkap, dokter terapis adm dan perawatnya edukatif. Namun utk toiletnya tolong di perbanyak dan di cek selalu kebersihannya agar lebih steril karena tempat kumpul orang sakit"
